14	72	6.265398272	 
30	13	11.8496781	 
16	46	40.86727812	 
86	23	31.93073617	 
24	73	31.93183633	 
13	10	24.70765755	 
59	95	18.55678834	 
63	72	33.57205495	 
86	94	45.78563954	 
83	37	6.247831952	 
39	82	11.38384312	 
29	60	27.82719772	 
35	71	23.97783428	 
46	12	29.8737077	 
44	29	41.72352522	 
17	94	32.28329659	 
25	10	29.86026256	 
77	16	38.31499567	 
21	15	46.25823046	 
4	57	43.48620673	 
60	29	36.38171598	 
21	41	35.87314094	 
81	11	42.96761648	 
74	82	8.765194181	 
16	38	11.15802259	 
94	98	26.5927614	 
84	15	46.82765564	 
0	6	31.58119471	 
25	33	14.41139708	 
66	62	1.679294513	 
28	37	40.66410477	 
98	85	19.96893898	 
42	47	22.47435685	 
24	4	41.98317549	 
44	21	20.10571106	 
57	16	0.143257332	 
41	92	2.053543402	 
85	65	13.87086075	 
5	35	44.08245739	 
25	83	29.83989052	 
39	46	22.94872495	 
98	45	49.30299492	 
12	4	34.81416617	 
27	62	8.461107934	 
42	50	9.422326001	 
58	90	13.44005418	 
73	5	33.73477121	 
64	55	43.59643995	 
64	9	42.91477082	 
43	61	25.59576025	 
85	13	32.29757475	 
59	24	45.98885853	 
56	15	41.30097995	 
97	71	11.85858772	 
51	83	9.106793085	 
65	29	37.51669344	 
53	65	2.383294542	 
21	17	30.20168088	 
66	5	17.32070884	 
75	99	19.2616106	 
72	91	11.81618816	 
83	90	21.40146976	 
16	77	28.77174707	 
69	66	9.232968586	 
69	25	28.15803293	 
79	61	1.585334601	 
48	42	3.748783415	 
28	83	21.8188502	 
38	82	20.24526894	 
86	35	24.72859992	 
64	63	17.88698223	 
69	29	23.53409986	 
73	35	44.58426049	 
53	76	5.921177978	 
98	41	40.11051445	 
87	58	12.13566556	 
89	8	12.95617736	 
99	37	8.724193061	 
46	60	18.07342283	 
79	86	28.67555995	 
21	46	12.93019169	 
66	6	12.43686582	 
65	94	40.04398029	 
